contestId,index,name,rating,tags
2219,C,Coloring a Red Black Tree,2300.0,"dfs and similar, dp, greedy, math, probabilities, trees"
2219,B2,Unique Values (Hard version),2000.0,"binary search, bitmasks, constructive algorithms, interactive"
2219,B1,Unique Values (Easy version),1900.0,"binary search, constructive algorithms, divide and conquer, interactive, math"
2219,A,Grid L,1400.0,"brute force, constructive algorithms, math, number theory"
2218,G,"The 67th Iteration of ""Counting is Fun""",1800.0,"implementation, math"
2218,F,The 67th Tree Problem,1500.0,"constructive algorithms, implementation, trees"
2218,E,The 67th XOR Problem,1200.0,"binary search, bitmasks, brute force"
2218,D,The 67th OEIS Problem,1100.0,"constructive algorithms, greedy, math, number theory"
2218,C,The 67th Permutation Problem,800.0,"constructive algorithms, greedy, math"
2218,B,The 67th 6-7 Integer Problem,800.0,"greedy, math"
2218,A,The 67th Integer Problem,800.0,"brute force, games, implementation, math"
2217,H,Closer,2800.0,"dfs and similar, dp, trees"
2217,G,Down the Pivot,2600.0,"combinatorics, dp, math, trees"
2217,F,Interval Game,2300.0,"bitmasks, combinatorics, constructive algorithms, dp, games, greedy, math, probabilities"
2217,E,Definitely Larger,2000.0,"binary search, constructive algorithms, data structures, graphs, greedy, sortings"
2217,D,Flip the Bit (Hard Version),1900.0,"greedy, implementation, math"
2217,C,Grid Covering,1300.0,"chinese remainder theorem, math, number theory"
2217,B,Flip the Bit (Easy Version),1000.0,"greedy, implementation"
2217,A,The Equalizer,800.0,math
2216,B,THU Packing Puzzle,1300.0,greedy
2216,A,Course Wishes,900.0,greedy
2215,G,Maze,3500.0,trees
2215,F,Research,3500.0,games
2215,E,Star Map,2700.0,"constructive algorithms, data structures, geometry, greedy, sortings"
2215,D,"EXPloration, EXPloitation, and Gain Some EXPerience!",2800.0,"bitmasks, brute force, dp, greedy, implementation"
2215,C,Oriented Journey,2200.0,"bitmasks, brute force, communication, constructive algorithms, graphs, interactive, trees"
2215,B,RReeppeettiittiioonn,2000.0,"binary search, brute force, implementation, math, number theory"
2215,A,Interval Mod,1700.0,"constructive algorithms, dp, greedy, math"
2214,J,Special Problem,,"*special, brute force, games, interactive"
2214,I,You Are a Robot,,*special
2214,H,Double Vision,,*special
2214,G,Anomaly,,"*special, communication"
2214,F,Numbers,,*special
2214,E,Shortest Paths,,"*special, shortest paths"
2214,D,Neural Feud,,"*special, strings"
2214,C,And?,,"*special, bitmasks"
2214,B,Are You Smiling?,,"*special, strings"
2214,A,Odd One Out,,"*special, graph matchings, implementation"
2211,H,Median Deletion,3500.0,
2211,G,Rational Bubble Sort,2900.0,"constructive algorithms, geometry, greedy"
2211,F,Learning Binary Search,2400.0,"combinatorics, divide and conquer, dp, math"
2211,E,Minimum Path Cover,2500.0,"brute force, dp, greedy, interactive, math, number theory, trees"
2211,D,AND-array,1900.0,"bitmasks, combinatorics, math"
2211,C2,Equal Multisets (Hard Version),1800.0,"constructive algorithms, dsu, greedy"
2211,C1,Equal Multisets (Easy Version),1300.0,"binary search, brute force, greedy, two pointers"
2211,B,Mickey Mouse Constructive,1100.0,"constructive algorithms, dp, greedy, math"
2211,A,Antimedian Deletion,800.0,"implementation, math"
2210,F,A Simple Problem,2700.0,"binary search, data structures, greedy, math, trees"
2210,E,Binary Strings are Simple?,2700.0,"constructive algorithms, implementation, interactive, number theory"
2210,D,A Simple RBS Problem,2100.0,"constructive algorithms, math, strings, trees"
2210,C2,A Simple GCD Problem (Hard Version),2100.0,"dp, greedy, number theory"
2210,C1,A Simple GCD Problem (Easy Version),1200.0,"greedy, number theory"
2210,B,Simply Sitting on Chairs,900.0,"data structures, greedy"
2210,A,A Simple Sequence,800.0,"constructive algorithms, dp, greedy, number theory"
2209,F,Dynamic Values And Maximum Sum,2700.0,"data structures, greedy, implementation, trees"
2209,E,A Trivial String Problem,2200.0,"brute force, dp, hashing, string suffix structures, strings"
2209,D,Ghostfires,1800.0,"constructive algorithms, greedy"
2209,C,Find the Zero,1400.0,"constructive algorithms, interactive"
2209,B,Array,900.0,greedy
2209,A,Flip Flops,800.0,greedy
2208,E,Counting Cute Arrays,2700.0,"combinatorics, dp"
2208,D2,Tree Orientation (Hard Version),2200.0,"dfs and similar, dsu, graphs, greedy, sortings, trees"
2208,D1,Tree Orientation (Easy Version),1800.0,"constructive algorithms, dfs and similar, dsu, graphs, greedy, matrices, trees"
2208,C,Stamina and Tasks,1300.0,"dp, greedy, math"
2208,B,Cyclists,1100.0,"brute force, games, greedy, implementation, math, sortings"
2208,A,Bingo Candies,800.0,"constructive algorithms, math"
2207,H3,Bowser's Castle (Hard Version),,"constructive algorithms, divide and conquer, interactive, trees, two pointers"
2207,H2,Bowser's Castle (Medium Version),,"constructive algorithms, divide and conquer, interactive, trees, two pointers"
2207,H1,Bowser's Castle (Easy Version),,"binary search, constructive algorithms, divide and conquer, greedy, interactive, trees"
2207,G,Toothless,3300.0,"constructive algorithms, dfs and similar, dsu"
2207,F,Hanabi,2900.0,"binary search, data structures, dp, dsu, flows, graph matchings, graphs, greedy"
2207,E2,N-MEX (Counting Version),2400.0,"combinatorics, constructive algorithms, math"
2207,E1,N-MEX (Constructive Version),2100.0,"constructive algorithms, greedy"
2207,D,Boxed Like a Fish,2200.0,"dfs and similar, dp, games, shortest paths, trees"
2207,C,Where's My Water?,1600.0,"data structures, divide and conquer, dp, math"
2207,B,One Night At Freddy's,1600.0,"games, greedy, sortings"
2207,A,1-1,800.0,"greedy, strings"
2206,M,Deformed Balance,2900.0,
2206,L,Onion,3500.0,
2206,K,Time Display Stickers,1300.0,binary search
2206,J,Worldwide Playlist,1700.0,math
2206,I,Growth Factor,2900.0,"combinatorics, dp, math, number theory"
2206,H,Reflect Sort,1800.0,number theory
2206,G,Extra Transition,3100.0,graphs
2206,F,Minesweeper String,2400.0,"fft, number theory"
2206,E,Parallel Sums,2500.0,"data structures, geometry"
2206,D,Christmas Tree Un-decoration,2600.0,"data structures, dp, trees"
2206,C,Upside Down Dijkstra,2200.0,dfs and similar
2206,B,Subtree Removal Game,2500.0,"binary search, games, trees"
2206,A,Compare Suffixes,3500.0,interactive
2205,G,Simons and Diophantus Equation,3000.0,"bitmasks, brute force, data structures, math, number theory"
2205,F,Simons and Reconstructing His Roads,2400.0,"constructive algorithms, data structures, dsu, graphs"
2205,E,Simons and Dividing the Rhythm,2100.0,"combinatorics, data structures, dp, dsu, math, string suffix structures, strings"
2205,D,Simons and Beating Peaks,1700.0,"data structures, divide and conquer, dp, greedy, implementation, trees"
2205,C,Simons and Posting Blogs,1500.0,"greedy, sortings"
2205,B,Simons and Cakes for Success,800.0,"implementation, math"
2205,A,Simons and Making It Beautiful,800.0,"brute force, constructive algorithms"
2204,G,Grid Path,2700.0,"dp, graphs, matrices"
2204,F,Sum of Fractions,2200.0,"binary search, brute force, combinatorics, data structures, greedy, math, number theory, two pointers"
2204,E,Sum of Digits (and Again),1800.0,"brute force, constructive algorithms, math"
2204,D,Alternating Path,1400.0,"constructive algorithms, dfs and similar, graph matchings, graphs"
2204,C,Spring,1000.0,"math, number theory"
2204,B,Right Maximum,800.0,greedy
2204,A,Passing the Ball,800.0,"brute force, implementation"
2203,F,Binary Search with One Swap,2600.0,"binary search, divide and conquer, dp, hashing, math, two pointers"
2203,E,Probabilistic Card Game,2200.0,"binary search, data structures, games, greedy, math, ternary search"
2203,D,Divisibility Game,1700.0,"brute force, games, greedy, number theory"
2203,C,Test Generator,1500.0,"binary search, bitmasks, greedy, math"
2203,B,Beautiful Numbers,1000.0,"bitmasks, dp, fft, greedy, math"
2203,A,Towers of Boxes,800.0,math
2202,G1,Monotone Monochrome Matrices (Easy Version),2500.0,data structures
2202,B,ABAB Construction,1200.0,"dp, greedy, implementation"
2202,A,Parkour Design,800.0,math
2201,G,Codeforces Heuristic Contest 1001,3500.0,constructive algorithms
2201,F2,Monotone Monochrome Matrices (Hard Version),2800.0,"constructive algorithms, data structures, hashing, math"
2201,F1,Monotone Monochrome Matrices (Medium Version),2900.0,"data structures, hashing"
2201,E,ABBA Counting,2900.0,"fft, math, number theory, strings"
2201,D,Binary Not Search and Queries,2500.0,"data structures, greedy, implementation"
2201,C,Rigged Bracket Sequence,2000.0,"combinatorics, dp, greedy"
2201,B,Recollect Numbers,1700.0,constructive algorithms
2201,A2,Lost Civilization (Hard Version),1700.0,"data structures, dp"
2201,A1,Lost Civilization (Easy Version),1300.0,data structures
2200,H,Six Seven,2600.0,"divide and conquer, math, number theory, strings, trees"
2200,G,Operation Permutation,2200.0,"combinatorics, dp, math, probabilities"
2200,F,Mooclear Reactor 2,1900.0,"brute force, data structures, greedy, implementation, sortings"
2200,E,Divisive Battle,1500.0,"games, greedy, math, number theory"
2200,D,Portal,1300.0,"greedy, sortings"
2200,C,Specialty String,900.0,"brute force, greedy, strings"
2200,B,Deletion Sort,800.0,"bitmasks, brute force, greedy, sortings"
2200,A,Eating Game,800.0,greedy
2199,I,Strange Process,3000.0,*special
2199,H,Sum of MEX,2300.0,"*special, combinatorics, data structures, dp, math"
2199,G,Jammer,2500.0,"*special, math"
2199,F,Self-Produced Sequences,2000.0,"*special, combinatorics, math"
2199,E,Supersequence,2100.0,"*special, binary search, greedy"
2199,D,Two Arrays,1800.0,"*special, math"
2199,C,Minesweeper,1600.0,"*special, constructive algorithms, greedy"
2199,B,Two Towers,1400.0,"*special, greedy, math"
2199,A,Game,1000.0,*special
2197,B,Array and Permutation,1100.0,"implementation, schedules, sortings, two pointers"
2197,A,Friendly Numbers,800.0,"binary search, brute force, expression parsing, math, schedules"
2196,F,Indivisible,3300.0,"brute force, constructive algorithms, graphs"
2196,E2,Fuzzy Concatenation (Hard version),3000.0,"binary search, bitmasks, data structures, dp, greedy, string suffix structures"
2196,E1,Fuzzy Concatenation (Easy Version),2900.0,"binary search, bitmasks, brute force, data structures, greedy, string suffix structures"
2196,D,Double Bracket Sequence,2500.0,"data structures, dp, expression parsing, flows, greedy, strings"
2196,C2,Interactive Graph (Hard Version),2000.0,"combinatorics, dfs and similar, dp, graphs, interactive"
2196,C1,Interactive Graph (Simple Version),1800.0,"binary search, combinatorics, dfs and similar, dp, graphs, interactive"
2196,B,Another Problem about Beautiful Pairs,1600.0,"brute force, math, two pointers"
2196,A,Game with a Fraction,1200.0,"games, math"
2195,H,Codeforces Heuristic Contest 001,2400.0,"brute force, constructive algorithms, geometry, implementation"
2195,G,Idiot First Search and Queries,2300.0,"binary search, data structures, dp, graphs, trees"
2195,F,Parabola Independence,2000.0,"dp, graphs, greedy, math, sortings"
2195,E,Idiot First Search,1500.0,"dfs and similar, dp, trees"
2195,D,Absolute Cinema,1300.0,math
2195,C,Dice Roll Sequence,1100.0,"dp, greedy"
2195,B,Heapify 1,900.0,"implementation, sortings"
2195,A,Sieve of Erato67henes,800.0,"math, number theory"
2194,F2,Again Trees... (hard version),3000.0,"bitmasks, data structures, dfs and similar, dp, fft, trees"
2194,F1,Again Trees... (Easy Version),2300.0,"bitmasks, dfs and similar, dp, trees"
2194,E,The Turtle Strikes Back,2000.0,"dp, graphs, greedy, implementation"
2194,D,Table Cut,1600.0,"constructive algorithms, greedy, implementation"
2194,C,Secret message,1300.0,"bitmasks, brute force, dp, math, number theory"
2194,B,Offshores,1000.0,"greedy, implementation, math"
2194,A,Lawn Mower,800.0,"greedy, math"
2193,H,Remove the Grail Tree,2400.0,"dfs and similar, dp, graphs, greedy, implementation, trees"
2193,G,Paths in a Tree,2100.0,"dfs and similar, interactive, sortings, trees"
2193,F,Pizza Delivery,1600.0,"dp, greedy"
2193,E,Product Queries,1300.0,"dp, math, number theory, shortest paths"
2193,D,Monster Game,1100.0,"binary search, sortings, two pointers"
2193,C,Replace and Sum,1000.0,"data structures, greedy"
2193,B,Reverse a Permutation,800.0,greedy
2193,A,DBMB and the Array,800.0,"brute force, math"
2192,F,Fish Fight,2900.0,"dp, math, probabilities"
2192,E,Swap to Rearrange,2100.0,"constructive algorithms, dfs and similar, graph matchings, graphs, greedy, strings"
2192,D,Cost of Tree,1800.0,"dp, greedy, trees"
2192,C,All-in-one Gun,1300.0,"binary search, greedy, math"
2192,B,Flipping Binary String,1000.0,"constructive algorithms, strings"
2192,A,String Rotation Game,800.0,"brute force, strings"
2191,B,MEX Reordering,1000.0,"constructive algorithms, sortings"
2191,A,Array Coloring,800.0,constructive algorithms
2190,G,Maximize Determinant,3300.0,graphs
2190,F,Xor Product,3300.0,"bitmasks, dp"
2190,E,Median Permutation,3200.0,combinatorics
2190,D,Prufer Vertex,2500.0,"combinatorics, dsu, number theory, probabilities, trees"
2190,C,Comparable Permutations,2300.0,"greedy, implementation, interactive, sortings, two pointers"
2190,B2,Sub-RBS (Hard Version),1900.0,"dp, games, implementation, strings"
2190,B1,Sub-RBS (Easy Version),1400.0,"combinatorics, constructive algorithms, dp, greedy, strings, two pointers"
2190,A,Sorting Game,1200.0,"constructive algorithms, games, greedy"
2189,F,Zhora the Vacuum Cleaner,2800.0,"data structures, dfs and similar, dp, greedy, implementation, sortings, trees"
2189,E,Majority Wins?,2600.0,"constructive algorithms, greedy, math, strings"
2189,D2,Little String (Hard Version),2200.0,"combinatorics, dp, greedy, math, number theory"
2189,D1,Little String (Easy Version),1900.0,"combinatorics, dp, greedy, math, number theory"
2189,C2,XOR-convenience (Hard Version),1800.0,"bitmasks, constructive algorithms, math"
2189,C1,XOR Convenience (Easy Version),1300.0,"bitmasks, constructive algorithms, math"
2189,B,The Curse of the Frog,1200.0,"constructive algorithms, greedy, math"
2189,A,Table with Numbers,800.0,"greedy, implementation"
2188,B,Seats,1000.0,greedy
2188,A,Divisible Permutation,800.0,constructive algorithms
2187,G,Many Cartesian Trees,3500.0,"greedy, sortings, trees"
2187,F2,Al Fine (Counting Version),3500.0,"dp, trees"
2187,F1,Al Fine (Maximizing Version),3100.0,"binary search, data structures, divide and conquer, trees"
2187,E,Doors and Keys,3500.0,"brute force, data structures, dp"
2187,D,Cool Problem,2600.0,"bitmasks, dp, math"
2187,C,Jerry and Tom,2300.0,"data structures, dfs and similar, dsu, games, graphs, greedy, trees"
2187,B,Shortest Statement Ever,1800.0,"bitmasks, constructive algorithms, dp, greedy"
2187,A,Restricted Sorting,1300.0,"greedy, sortings"
2185,H,BattleCows 2,2500.0,"binary search, brute force, data structures, dp, greedy"
2185,G,Mixing MEXes,1800.0,"data structures, implementation, math"
2185,F,BattleCows,1700.0,"data structures, divide and conquer, implementation"
2185,E,The Robotic Rush,1500.0,"binary search, greedy, implementation, two pointers"
2185,D,OutOfMemoryError,1100.0,"data structures, implementation, math, two pointers"
2185,C,Shifted MEX,900.0,"implementation, sortings"
2185,B,Prefix Max,800.0,greedy
2185,A,Perfect Root,800.0,"constructive algorithms, math"
2184,G,Nastiness of Segments,1900.0,"binary search, data structures"
2184,F,Cherry Tree,1900.0,"dfs and similar, dp, graphs, trees"
2184,E,Exquisite Array,1800.0,"combinatorics, data structures, dsu, sortings"
2184,D,Unfair Game,1600.0,"combinatorics, dp, math"
2184,C,Huge Pile,1100.0,"binary search, dfs and similar, dp, graphs, math"
2184,B,Hourglass,1100.0,math
2184,A,Social Experiment,800.0,math
2183,I2,Pairs Flipping (Hard Version),3500.0,constructive algorithms
2183,I1,Pairs Flipping (Easy Version),3500.0,constructive algorithms
2183,H,Minimise Cost,3500.0,"binary search, dp, greedy, sortings"
2183,G,Snake Instructions,3200.0,"constructive algorithms, greedy, interactive"
2183,F,Jumping Man,2500.0,"brute force, combinatorics, dfs and similar, dp, trees"
2183,E,LCM is Legendary Counting Master,2100.0,"dp, math, number theory"
2183,D2,Tree Coloring (Hard Version),2100.0,"combinatorics, constructive algorithms, data structures, dfs and similar, greedy, implementation, trees"
2183,D1,Tree Coloring (Easy Version),1500.0,"constructive algorithms, dfs and similar, greedy, trees"
2183,C,War Strategy,1500.0,"binary search, greedy, math, two pointers"
2183,B,Yet Another MEX Problem,1100.0,"constructive algorithms, greedy"
2183,A,Binary Array Game,800.0,games
2182,G,Short Garland,2800.0,"combinatorics, data structures, dfs and similar, dp, trees"
2182,F2,Christmas Reindeer (hard version),2500.0,"bitmasks, brute force, combinatorics, data structures, greedy, math"
2182,F1,Christmas Reindeer (easy version),2300.0,"bitmasks, brute force, combinatorics, dp, math"
2182,E,New Year's Gifts,1800.0,"binary search, data structures, greedy, sortings, two pointers"
2182,D,Christmas Tree Decoration,1600.0,"combinatorics, dp, greedy, math"
2182,C,Production of Snowmen,1200.0,"brute force, combinatorics, dp"
2182,B,New Year Cake,800.0,brute force
2182,A,New Year String,800.0,"constructive algorithms, greedy, implementation, strings"
2181,M,Medical Parity,1700.0,"dp, strings"
2181,L,LLM Training,2800.0,"math, string suffix structures"
2181,K,Knit the Grid,3500.0,"2-sat, constructive algorithms, graphs, matrices"
2181,J,Jinx or Jackpot,2300.0,"brute force, dp, math, probabilities"
2181,I,Irrigation Interlock,3500.0,geometry
2181,H,Honey Cake,1200.0,"brute force, math, number theory"
2181,G,Greta's Game,2400.0,"binary search, dp, graphs, greedy, math"
2181,F,Fragmented Nim,1600.0,games
2181,E,Elevator Against Humanity,2900.0,"brute force, constructive algorithms, greedy, sortings"
2181,D,Doorway,2000.0,"binary search, data structures, sortings"
2181,C,Cacti Classification,3200.0,"binary search, constructive algorithms, interactive, math"
2181,B,Battle of Arrays,1400.0,"data structures, games, greedy"
2181,A,Alphabet City,1300.0,"binary search, math, strings"
2180,H2,Bug Is Feature (Conditional Version),3500.0,games
2180,H1,Bug Is Feature (Unconditional Version),3400.0,games
2180,G,Balance,3500.0,"bitmasks, combinatorics, implementation, math"
2180,F2,Control Car (Hard Version),3200.0,"combinatorics, dp, matrices, probabilities"
2180,F1,Control Car (Easy Version),2800.0,"combinatorics, dp, probabilities"
2180,E,No Effect XOR,2300.0,"bitmasks, divide and conquer, dp, greedy, math"
2180,D,Insolvable Disks,1900.0,"data structures, dp, greedy, math"
2180,C,XOR-factorization,1900.0,"bitmasks, constructive algorithms, dp, greedy, number theory"
2180,B,Ashmal,800.0,"greedy, strings"
2180,A,Carnival Wheel,800.0,"brute force, number theory"
